,7203.T,7267.T,7201.T,7270.T,7269.T,7272.T,7211.T,7261.T,7240.T,7242.T,7259.T,6902.T,6113.T,7276.T,7282.T,5108.T,5101.T,7731.T,"('7203.T', '7203.T')","('7267.T', '7267.T')","('7201.T', '7201.T')","('7270.T', '7270.T')","('7269.T', '7269.T')","('7272.T', '7272.T')","('7211.T', '7211.T')","('7261.T', '7261.T')","('7240.T', '7240.T')","('7242.T', '7242.T')","('7259.T', '7259.T')","('6902.T', '6902.T')","('6113.T', '6113.T')","('7276.T', '7276.T')","('7282.T', '7282.T')","('5108.T', '5108.T')","('5101.T', '5101.T')","('7731.T', '7731.T')","('7203.T', '7203.T').1","('7267.T', '7267.T').1","('7201.T', '7201.T').1","('7270.T', '7270.T').1","('7269.T', '7269.T').1","('7272.T', '7272.T').1","('7211.T', '7211.T').1","('7261.T', '7261.T').1","('7240.T', '7240.T').1","('7242.T', '7242.T').1","('7259.T', '7259.T').1","('6902.T', '6902.T').1","('6113.T', '6113.T').1","('7276.T', '7276.T').1","('7282.T', '7282.T').1","('5108.T', '5108.T').1","('5101.T', '5101.T').1","('7731.T', '7731.T').1"
2024-03-13,3197.025146484375,1546.494140625,537.5951538085938,2808.46533203125,1452.5855712890625,1256.8851318359375,419.2580871582031,1418.9039306640625,1775.2205810546875,2260.72216796875,1675.5457763671875,2457.131591796875,1515.8408203125,1816.9713134765625,2730.645263671875,2851.107666015625,3641.44287109375,1446.6688232421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-14,3197.953125,1563.9005126953125,549.58935546875,2841.02685546875,1462.2852783203125,1254.545654296875,427.4351196289063,1442.8255615234375,1781.0087890625,2285.71484375,1680.177734375,2468.76318359375,1535.01123046875,1838.98095703125,2788.117919921875,2870.648681640625,3710.488525390625,1449.93115234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15,3237.86962890625,1591.1259765625,567.1419067382812,2866.352783203125,1457.3170166015625,1244.71875,432.35986328125,1466.3040771484375,1798.3736572265625,2294.80322265625,1732.05615234375,2528.31884765625,1546.8787841796875,1860.99072265625,2821.222412109375,2857.156005859375,3736.9716796875,1432.6868896484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-18,3311.20458984375,1633.97265625,590.2527465820312,2954.99365234375,1494.6964111328125,1278.87841796875,445.740478515625,1519.02001953125,1846.4609375,2308.435791015625,1775.5968017578125,2612.999267578125,1577.4603271484375,1865.2054443359373,2949.0419921875,2941.367919921875,3834.39208984375,1468.57373046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-19,3411.45947265625,1663.8759765625,590.642822265625,3053.583740234375,1504.15966796875,1286.3653564453125,463.76708984375,1555.7884521484375,1864.71630859375,2335.70068359375,1834.5775146484373,2698.6103515625,1575.1781005859375,1881.595458984375,3020.767822265625,3021.857666015625,3894.925048828125,1493.7413330078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-21,3526.5673828125,1687.08447265625,606.1475219726562,3085.241455078125,1557.1529541015625,1305.551025390625,461.3511352539063,1576.6090087890625,1886.0882568359373,2335.70068359375,1864.8399658203125,2728.38818359375,1650.490966796875,1860.0540771484373,3041.917724609375,3068.383544921875,3886.412841796875,1534.2891845703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-22,3594.332275390625,1715.2025146484375,626.5280151367188,3141.31982421875,1613.69482421875,1313.5059814453125,468.4131164550781,1601.4166259765625,1899.0006103515625,2353.877197265625,1901.8958740234373,2743.27734375,1654.5989990234375,1879.7222900390625,3127.437255859375,3157.248046875,3950.72900390625,1517.9766845703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25,3555.34423828125,1677.2655029296875,613.26611328125,3102.426513671875,1603.0489501953125,1287.769287109375,461.165283203125,1572.6221923828125,1906.1246337890625,2322.068115234375,1890.7791748046875,2707.916259765625,1643.6444091796875,1859.11767578125,3097.091552734375,3115.840087890625,3896.81689453125,1466.7095947265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-26,3573.91015625,1678.158203125,589.0825805664062,3132.275146484375,1598.08056640625,1306.018798828125,470.55029296875,1588.1268310546875,1865.6068115234373,2340.244873046875,1918.5709228515625,2709.777099609375,1630.864013671875,1883.0003662109373,3087.896240234375,3091.181396484375,3872.225341796875,1450.8634033203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-27,3576.695068359375,1694.2257080078125,588.4000244140625,3154.8876953125,1672.6025390625,1302.7432861328125,464.6033630371094,1600.9737548828125,1890.095703125,2376.59814453125,1926.5999755859373,2744.207763671875,1639.5362548828125,1905.010009765625,3098.010986328125,3128.8671875,3878.84619140625,1463.447265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
